iso3,year,visa_openness_index
ESP,2016,175.0
ESP,2017,174.0
ESP,2018,187.0
ESP,2019,186.0
ESP,2020,188.0
ESP,2021,189.0
ESP,2022,189.0
ESP,2023,190.0
ESP,2024,194.0
ESP,2025,189.0
EST,1990,65.5
EST,1995,72.8
EST,2000,80.1
EST,2005,87.4
EST,2006,91.0
EST,2007,0.0
EST,2008,127.0
EST,2009,0.0
EST,2010,140.0
EST,2011,153.0
EST,2012,149.0
EST,2013,152.0
EST,2014,157.0
EST,2015,158.0
EST,2016,162.0
EST,2017,164.0
EST,2018,178.0
EST,2019,179.0
EST,2020,179.0
EST,2021,181.0
EST,2022,181.0
EST,2023,181.0
EST,2024,187.0
EST,2025,184.0
ETH,1990,15.0
ETH,1995,15.0
ETH,2000,15.8
ETH,2005,17.3
ETH,2006,18.0
ETH,2007,0.0
ETH,2008,29.0
ETH,2009,0.0
ETH,2010,34.0
ETH,2011,34.0
ETH,2012,37.0
ETH,2013,41.0
ETH,2014,39.0
ETH,2015,35.0
ETH,2016,37.0
ETH,2017,37.0
ETH,2018,42.0
ETH,2019,42.0
ETH,2020,44.0
ETH,2021,45.0
ETH,2022,45.0
ETH,2023,46.0
ETH,2024,47.0
ETH,2025,45.0
FIN,1990,93.6
FIN,1995,104.0
FIN,2000,114.4
FIN,2005,124.8
FIN,2006,130.0
FIN,2007,0.0
FIN,2008,156.0
FIN,2009,0.0
FIN,2010,162.0
FIN,2011,173.0
FIN,2012,168.0
FIN,2013,173.0
FIN,2014,174.0
FIN,2015,172.0
FIN,2016,175.0
FIN,2017,174.0
FIN,2018,187.0
FIN,2019,188.0
FIN,2020,188.0
FIN,2021,189.0
FIN,2022,189.0
FIN,2023,189.0
FIN,2024,193.0
FIN,2025,189.0
FJI,1990,33.8
FJI,1995,37.6
FJI,2000,41.4
FJI,2005,45.1
FJI,2006,47.0
FJI,2007,0.0
FJI,2008,66.0
FJI,2009,0.0
FJI,2010,72.0
FJI,2011,76.0
FJI,2012,77.0
FJI,2013,78.0
FJI,2014,81.0
FJI,2015,80.0
FJI,2016,81.0
FJI,2017,79.0
FJI,2018,90.0
FJI,2019,88.0
FJI,2020,88.0
FJI,2021,88.0
FJI,2022,88.0
FJI,2023,88.0
FJI,2024,91.0
FJI,2025,90.0
FRA,1990,92.2
FRA,1995,102.4
FRA,2000,112.6
FRA,2005,122.9
FRA,2006,128.0
FRA,2007,0.0
FRA,2008,152.0
FRA,2009,0.0
FRA,2010,161.0
FRA,2011,171.0
FRA,2012,167.0
FRA,2013,170.0
FRA,2014,172.0
FRA,2015,171.0
FRA,2016,175.0
FRA,2017,173.0
FRA,2018,188.0
FRA,2019,186.0
FRA,2020,186.0
FRA,2021,187.0
FRA,2022,188.0
FRA,2023,187.0
FRA,2024,194.0
FRA,2025,189.0
FSM,1990,15.0
FSM,1995,15.0
FSM,2000,15.0
FSM,2005,15.0
FSM,2008,0.0
FSM,2009,0.0
FSM,2010,60.0
FSM,2011,66.0
FSM,2012,67.0
FSM,2013,73.0
FSM,2014,75.0
FSM,2015,73.0
FSM,2016,75.0
FSM,2017,106.0
FSM,2018,122.0
FSM,2019,119.0
FSM,2020,118.0
FSM,2021,117.0
FSM,2022,117.0
FSM,2023,118.0
FSM,2024,123.0
FSM,2025,123.0
GAB,1990,17.3
GAB,1995,19.2
GAB,2000,21.1
GAB,2005,23.0
GAB,2006,24.0
GAB,2007,0.0
GAB,2008,35.0
GAB,2009,0.0
GAB,2010,42.0
GAB,2011,42.0
GAB,2012,45.0
GAB,2013,47.0
GAB,2014,47.0
GAB,2015,47.0
GAB,2016,49.0
GAB,2017,50.0
GAB,2018,55.0
GAB,2019,56.0
GAB,2020,57.0
GAB,2021,57.0
GAB,2022,57.0
GAB,2023,57.0
GAB,2024,61.0
GAB,2025,58.0
GBR,1990,92.2
GBR,1995,102.4
GBR,2000,112.6
GBR,2005,122.9
GBR,2006,128.0
GBR,2007,0.0
GBR,2008,152.0
GBR,2009,0.0
GBR,2010,166.0
GBR,2011,171.0
GBR,2012,167.0
GBR,2013,173.0
GBR,2014,174.0
GBR,2015,173.0
GBR,2016,175.0
GBR,2017,173.0
GBR,2018,186.0
GBR,2019,184.0
GBR,2020,185.0
GBR,2021,185.0
GBR,2022,186.0
GBR,2023,187.0
GBR,2024,191.0
GBR,2025,186.0
GEO,1990,20.2
GEO,1995,22.4
GEO,2000,24.6
GEO,2005,26.9
GEO,2006,28.0
GEO,2007,0.0
GEO,2008,46.0
GEO,2009,0.0
GEO,2010,56.0
GEO,2011,58.0
GEO,2012,60.0
GEO,2013,60.0
GEO,2014,62.0
GEO,2015,61.0
GEO,2016,67.0
GEO,2017,69.0
GEO,2018,112.0
GEO,2019,114.0
GEO,2020,115.0
GEO,2021,115.0
GEO,2022,115.0
GEO,2023,116.0
GEO,2024,121.0
GEO,2025,123.0
GHA,1990,32.4
GHA,1995,36.0
GHA,2000,39.6
GHA,2005,43.2
GHA,2006,45.0
GHA,2007,0.0
GHA,2008,55.0
GHA,2009,0.0
GHA,2010,62.0
GHA,2011,62.0
GHA,2012,62.0
GHA,2013,61.0
GHA,2014,63.0
GHA,2015,61.0
GHA,2016,64.0
GHA,2017,59.0
GHA,2018,63.0
GHA,2019,65.0
GHA,2020,65.0
GHA,2021,64.0
GHA,2022,64.0
GHA,2023,65.0
GHA,2024,66.0
GHA,2025,69.0
GIN,1990,26.6
GIN,1995,29.6
GIN,2000,32.6
GIN,2005,35.5
GIN,2006,37.0
GIN,2007,0.0
GIN,2008,46.0
GIN,2009,0.0
GIN,2010,52.0
GIN,2011,52.0
GIN,2012,50.0
GIN,2013,53.0
GIN,2014,54.0
GIN,2015,43.0
GIN,2016,46.0
GIN,2017,48.0
GIN,2018,56.0
GIN,2019,56.0
GIN,2020,55.0
GIN,2021,54.0
GIN,2022,54.0
GIN,2023,55.0
GIN,2024,59.0
GIN,2025,57.0
GMB,1990,38.2
GMB,1995,42.4
GMB,2000,46.6
GMB,2005,50.9
GMB,2006,53.0
GMB,2007,0.0
GMB,2008,62.0
GMB,2009,0.0
GMB,2010,68.0
GMB,2011,69.0
GMB,2012,71.0
GMB,2013,68.0
GMB,2014,70.0
GMB,2015,66.0
GMB,2016,67.0
GMB,2017,66.0
GMB,2018,68.0
GMB,2019,69.0
GMB,2020,68.0
GMB,2021,68.0
GMB,2022,68.0
GMB,2023,69.0
GMB,2024,70.0
GMB,2025,71.0
GNB,1990,23.8
GNB,1995,26.4
GNB,2000,29.0
GNB,2005,31.7
GNB,2006,33.0
GNB,2007,0.0
GNB,2008,42.0
GNB,2009,0.0
GNB,2010,48.0
GNB,2011,48.0
GNB,2012,50.0
GNB,2013,48.0
GNB,2014,49.0
GNB,2015,46.0
GNB,2016,51.0
GNB,2017,49.0
GNB,2018,53.0
GNB,2019,54.0
GNB,2020,53.0
GNB,2021,52.0
GNB,2022,52.0
GNB,2023,53.0
GNB,2024,56.0
GNB,2025,54.0
GNQ,1990,15.0
GNQ,1995,16.0
GNQ,2000,17.6
GNQ,2005,19.2
GNQ,2006,20.0
GNQ,2007,0.0
GNQ,2008,30.0
GNQ,2009,0.0
GNQ,2010,37.0
GNQ,2011,37.0
GNQ,2012,40.0
GNQ,2013,42.0
GNQ,2014,43.0
GNQ,2015,42.0
GNQ,2016,45.0
GNQ,2017,46.0
GNQ,2018,52.0
GNQ,2019,52.0
GNQ,2020,55.0
GNQ,2021,55.0
GNQ,2022,55.0
GNQ,2023,55.0
GNQ,2024,58.0
GNQ,2025,56.0
GRC,1990,86.4
GRC,1995,96.0
GRC,2000,105.6
GRC,2005,115.2
GRC,2006,120.0
GRC,2007,0.0
GRC,2008,149.0
GRC,2009,0.0
GRC,2010,153.0
GRC,2011,166.0
GRC,2012,162.0
GRC,2013,167.0
GRC,2014,169.0
GRC,2015,167.0
GRC,2016,171.0
GRC,2017,171.0
GRC,2018,183.0
GRC,2019,184.0
GRC,2020,184.0
GRC,2021,185.0
GRC,2022,185.0
GRC,2023,185.0
GRC,2024,190.0
GRC,2025,187.0
GRD,1990,43.2
GRD,1995,48.0
GRD,2000,52.8
GRD,2005,57.6
GRD,2006,60.0
GRD,2007,0.0
GRD,2008,79.0
GRD,2009,0.0
GRD,2010,83.0
GRD,2011,86.0
GRD,2012,87.0
GRD,2013,88.0
GRD,2014,91.0
GRD,2015,117.0
GRD,2016,121.0
GRD,2017,124.0
GRD,2018,144.0
GRD,2019,142.0
GRD,2020,144.0
GRD,2021,144.0
GRD,2022,144.0
GRD,2023,146.0
GRD,2024,148.0
GRD,2025,147.0
GTM,1990,59.0
GTM,1995,65.6
GTM,2000,72.2
GTM,2005,78.7
GTM,2006,82.0
GTM,2007,0.0
GTM,2008,100.0
GTM,2009,0.0
GTM,2010,105.0
GTM,2011,112.0
GTM,2012,109.0
GTM,2013,114.0
GTM,2014,114.0
GTM,2015,113.0
GTM,2016,116.0
GTM,2017,119.0
GTM,2018,137.0
GTM,2019,132.0
GTM,2020,133.0
GTM,2021,132.0
GTM,2022,133.0
GTM,2023,133.0
GTM,2024,137.0
GTM,2025,134.0
GUY,1990,38.2
GUY,1995,42.4
GUY,2000,46.6
GUY,2005,50.9
GUY,2006,53.0
GUY,2007,0.0
GUY,2008,69.0
GUY,2009,0.0
GUY,2010,72.0
GUY,2011,74.0
GUY,2012,76.0
GUY,2013,78.0
GUY,2014,81.0
GUY,2015,80.0
GUY,2016,82.0
GUY,2017,81.0
GUY,2018,88.0
GUY,2019,87.0
GUY,2020,88.0
GUY,2021,87.0
GUY,2022,87.0
GUY,2023,88.0
GUY,2024,91.0
GUY,2025,91.0
HKG,1990,79.2
HKG,1995,88.0
HKG,2000,96.8
HKG,2005,105.6
HKG,2006,110.0
HKG,2007,0.0
HKG,2008,123.0
HKG,2009,0.0
HKG,2010,140.0
HKG,2011,149.0
HKG,2012,147.0
HKG,2013,152.0
HKG,2014,156.0
HKG,2015,152.0
HKG,2016,154.0
HKG,2017,152.0
HKG,2018,170.0
HKG,2019,168.0
HKG,2020,170.0
HKG,2021,171.0
HKG,2022,171.0
HKG,2023,171.0
HKG,2024,171.0
HKG,2025,170.0
HND,1990,57.6
HND,1995,64.0
HND,2000,70.4
HND,2005,76.8
HND,2006,80.0
HND,2007,0.0
HND,2008,100.0
HND,2009,0.0
HND,2010,105.0
HND,2011,112.0
HND,2012,110.0
HND,2013,114.0
HND,2014,116.0
HND,2015,116.0
HND,2016,119.0
HND,2017,121.0
HND,2018,138.0
HND,2019,134.0
HND,2020,134.0
HND,2021,132.0
HND,2022,133.0
HND,2023,133.0
HND,2024,135.0
HND,2025,131.0
HRV,1990,60.5
HRV,1995,67.2
HRV,2000,73.9
HRV,2005,80.6
HRV,2006,84.0
HRV,2007,0.0
HRV,2008,108.0
HRV,2009,0.0
HRV,2010,116.0
HRV,2011,122.0
HRV,2012,119.0
HRV,2013,129.0
HRV,2014,138.0
HRV,2015,141.0
HRV,2016,149.0
HRV,2017,153.0
HRV,2018,169.0
HRV,2019,168.0
HRV,2020,171.0
HRV,2021,172.0
HRV,2022,173.0
HRV,2023,174.0
HRV,2024,179.0
HRV,2025,183.0
HTI,1990,15.8
HTI,1995,17.6
HTI,2000,19.4
HTI,2005,21.1
HTI,2006,22.0
HTI,2007,0.0
HTI,2008,36.0
HTI,2009,0.0
HTI,2010,42.0
HTI,2011,42.0
HTI,2012,43.0
HTI,2013,46.0
HTI,2014,49.0
HTI,2015,45.0
HTI,2016,48.0
HTI,2017,50.0
HTI,2018,52.0
HTI,2019,49.0
HTI,2020,49.0
HTI,2021,48.0
HTI,2022,48.0
HTI,2023,49.0
HTI,2024,55.0
HTI,2025,52.0
HUN,1990,72.7
HUN,1995,80.8
HUN,2000,88.9
HUN,2005,97.0
HUN,2006,101.0
HUN,2007,0.0
HUN,2008,131.0
HUN,2009,0.0
HUN,2010,142.0
HUN,2011,157.0
HUN,2012,153.0
HUN,2013,157.0
HUN,2014,162.0
HUN,2015,162.0
HUN,2016,167.0
HUN,2017,167.0
HUN,2018,180.0
HUN,2019,180.0
HUN,2020,182.0
HUN,2021,183.0
HUN,2022,183.0
HUN,2023,184.0
HUN,2024,188.0
HUN,2025,185.0
IDN,1990,20.9
IDN,1995,23.2
IDN,2000,25.5
IDN,2005,27.8
IDN,2006,29.0
IDN,2007,0.0
IDN,2008,43.0
IDN,2009,0.0
IDN,2010,43.0
IDN,2011,51.0
IDN,2012,52.0
IDN,2013,53.0
IDN,2014,56.0
IDN,2015,55.0
IDN,2016,58.0
IDN,2017,57.0
IDN,2018,73.0
IDN,2019,70.0
IDN,2020,71.0
IDN,2021,71.0
IDN,2022,71.0
IDN,2023,71.0
IDN,2024,78.0
IDN,2025,74.0
IND,1990,18.0
IND,1995,20.0
IND,2000,22.0
IND,2005,24.0
IND,2006,25.0
IND,2007,0.0
IND,2008,37.0
IND,2009,0.0
IND,2010,50.0
IND,2011,53.0
IND,2012,51.0
IND,2013,52.0
IND,2014,52.0
IND,2015,51.0
IND,2016,52.0
IND,2017,49.0
IND,2018,60.0
IND,2019,59.0
IND,2020,58.0
IND,2021,58.0
IND,2022,60.0
IND,2023,60.0
IND,2024,62.0
IND,2025,58.0
IRL,1990,92.9
IRL,1995,103.2
IRL,2000,113.5
IRL,2005,123.8
IRL,2006,129.0
IRL,2007,0.0
IRL,2008,156.0
IRL,2009,0.0
IRL,2010,159.0
IRL,2011,169.0
IRL,2012,165.0
IRL,2013,170.0
IRL,2014,171.0
IRL,2015,169.0
IRL,2016,172.0
IRL,2017,172.0
IRL,2018,185.0
IRL,2019,184.0
IRL,2020,186.0
IRL,2021,187.0
IRL,2022,187.0
IRL,2023,187.0
IRL,2024,192.0
IRL,2025,189.0
IRN,1990,15.0
IRN,1995,15.0
IRN,2000,15.0
IRN,2005,15.0
IRN,2006,14.0
IRN,2007,0.0
IRN,2008,25.0
IRN,2009,0.0
IRN,2010,34.0
IRN,2011,36.0
IRN,2012,37.0
IRN,2013,40.0
IRN,2014,40.0
IRN,2015,37.0
IRN,2016,37.0
IRN,2017,38.0
IRN,2018,43.0
IRN,2019,40.0
IRN,2020,41.0
IRN,2021,41.0
IRN,2022,42.0
IRN,2023,43.0
IRN,2024,45.0
IRN,2025,42.0
IRQ,1990,15.0
IRQ,1995,15.0
IRQ,2000,15.0
IRQ,2005,15.0
IRQ,2006,15.0
IRQ,2007,0.0
IRQ,2008,23.0
IRQ,2009,0.0
IRQ,2010,27.0
IRQ,2011,28.0
IRQ,2012,30.0
IRQ,2013,31.0
IRQ,2014,31.0
IRQ,2015,29.0
IRQ,2016,30.0
IRQ,2017,27.0
IRQ,2018,30.0
IRQ,2019,27.0
IRQ,2020,28.0
IRQ,2021,28.0
IRQ,2022,28.0
IRQ,2023,29.0
IRQ,2024,31.0
IRQ,2025,30.0
ISL,1990,86.4
ISL,1995,96.0
ISL,2000,105.6
ISL,2005,115.2
ISL,2006,120.0
ISL,2007,0.0
ISL,2008,146.0
ISL,2009,0.0
ISL,2010,151.0
ISL,2011,164.0
ISL,2012,159.0
ISL,2013,165.0
ISL,2014,165.0
ISL,2015,164.0
ISL,2016,167.0
ISL,2017,169.0
ISL,2018,181.0
ISL,2019,180.0
ISL,2020,180.0
ISL,2021,180.0
ISL,2022,180.0
ISL,2023,180.0
ISL,2024,185.0
ISL,2025,182.0
ISR,1990,74.9
ISR,1995,83.2
ISR,2000,91.5
ISR,2005,99.8
ISR,2006,104.0
ISR,2007,0.0
ISR,2008,118.0
ISR,2009,0.0
ISR,2010,133.0
ISR,2011,142.0
ISR,2012,141.0
ISR,2013,144.0
ISR,2014,147.0
ISR,2015,145.0
ISR,2016,147.0
ISR,2017,148.0
ISR,2018,161.0
ISR,2019,159.0
ISR,2020,160.0
ISR,2021,158.0
ISR,2022,159.0
ISR,2023,159.0
ISR,2024,166.0
ISR,2025,168.0
ITA,1990,92.2
ITA,1995,102.4
ITA,2000,112.6
ITA,2005,122.9
ITA,2006,128.0
ITA,2007,0.0
ITA,2008,154.0
ITA,2009,0.0
ITA,2010,161.0
ITA,2011,171.0
ITA,2012,166.0
ITA,2013,171.0
ITA,2014,172.0
ITA,2015,171.0
ITA,2016,175.0
ITA,2017,174.0
ITA,2018,187.0
ITA,2019,187.0
ITA,2020,188.0
ITA,2021,189.0
ITA,2022,189.0
ITA,2023,189.0
ITA,2024,194.0
ITA,2025,189.0
JAM,1990,41.0
JAM,1995,45.6
JAM,2000,50.2
JAM,2005,54.7
JAM,2006,57.0
JAM,2007,0.0
JAM,2008,67.0
JAM,2009,0.0
JAM,2010,73.0
JAM,2011,75.0
JAM,2012,77.0
JAM,2013,77.0
JAM,2014,79.0
JAM,2015,76.0
JAM,2016,78.0
JAM,2017,78.0
JAM,2018,84.0
JAM,2019,84.0
JAM,2020,86.0
JAM,2021,85.0
JAM,2022,85.0
JAM,2023,87.0
JAM,2024,90.0
JAM,2025,88.0
JOR,1990,15.1
JOR,1995,16.8
JOR,2000,18.5
JOR,2005,20.2
JOR,2006,21.0
JOR,2007,0.0
JOR,2008,30.0
JOR,2009,0.0
JOR,2010,39.0
JOR,2011,40.0
JOR,2012,43.0
JOR,2013,44.0
JOR,2014,45.0
JOR,2015,44.0
JOR,2016,47.0
JOR,2017,43.0
JOR,2018,50.0
JOR,2019,49.0
JOR,2020,51.0
JOR,2021,50.0
JOR,2022,52.0
JOR,2023,53.0
JOR,2024,55.0
JOR,2025,51.0
JPN,1990,92.2
JPN,1995,102.4
JPN,2000,112.6
JPN,2005,122.9
JPN,2006,128.0
JPN,2007,0.0
JPN,2008,154.0
JPN,2009,0.0
JPN,2010,160.0
JPN,2011,170.0
JPN,2012,165.0
JPN,2013,170.0
JPN,2014,172.0
JPN,2015,171.0
JPN,2016,173.0
JPN,2017,172.0
JPN,2018,190.0
JPN,2019,190.0
JPN,2020,191.0
JPN,2021,192.0
JPN,2022,192.0
JPN,2023,193.0
JPN,2024,194.0
JPN,2025,190.0
KAZ,1990,20.2
KAZ,1995,22.4
KAZ,2000,24.6
KAZ,2005,26.9
KAZ,2006,28.0
KAZ,2007,0.0
KAZ,2008,47.0
KAZ,2009,0.0
KAZ,2010,54.0
KAZ,2011,58.0
KAZ,2012,61.0
KAZ,2013,61.0
KAZ,2014,66.0
KAZ,2015,65.0
KAZ,2016,67.0
KAZ,2017,71.0
KAZ,2018,76.0
KAZ,2019,75.0
KAZ,2020,75.0
KAZ,2021,74.0
KAZ,2022,75.0
KAZ,2023,76.0
KAZ,2024,78.0
KAZ,2025,79.0
KEN,1990,33.1
KEN,1995,36.8
KEN,2000,40.5
KEN,2005,44.2
KEN,2006,46.0
KEN,2007,0.0
KEN,2008,58.0
KEN,2009,0.0
KEN,2010,65.0
KEN,2011,65.0
KEN,2012,68.0
KEN,2013,68.0
KEN,2014,71.0
KEN,2015,70.0
KEN,2016,68.0
KEN,2017,69.0
KEN,2018,71.0
KEN,2019,71.0
KEN,2020,72.0
KEN,2021,72.0
KEN,2022,72.0
KEN,2023,73.0
KEN,2024,76.0
KEN,2025,71.0
KGZ,1990,20.2
KGZ,1995,22.4
KGZ,2000,24.6
KGZ,2005,26.9
KGZ,2006,28.0
KGZ,2007,0.0
KGZ,2008,44.0
KGZ,2009,0.0
KGZ,2010,53.0
KGZ,2011,55.0
KGZ,2012,56.0
KGZ,2013,56.0
KGZ,2014,58.0
KGZ,2015,56.0
KGZ,2016,58.0
KGZ,2017,58.0
KGZ,2018,63.0
KGZ,2019,62.0
KGZ,2020,63.0
KGZ,2021,62.0
KGZ,2022,63.0
KGZ,2023,64.0
KGZ,2024,65.0
KGZ,2025,63.0
KHM,1990,15.0
KHM,1995,15.0
KHM,2000,15.0
KHM,2005,16.3
KHM,2006,17.0
KHM,2007,0.0
KHM,2008,29.0
KHM,2009,0.0
KHM,2010,39.0
KHM,2011,40.0
KHM,2012,42.0
KHM,2013,47.0
KHM,2014,50.0
KHM,2015,47.0
KHM,2016,50.0
KHM,2017,48.0
KHM,2018,54.0
KHM,2019,53.0
KHM,2020,54.0
KHM,2021,53.0
KHM,2022,53.0
KHM,2023,54.0
KHM,2024,56.0
KHM,2025,51.0
KIR,1990,35.3
KIR,1995,39.2
KIR,2000,43.1
KIR,2005,47.0
KIR,2006,49.0
KIR,2007,0.0
KIR,2008,67.0
KIR,2009,0.0
KIR,2010,73.0
KIR,2011,74.0
KIR,2012,75.0
KIR,2013,78.0
KIR,2014,82.0
KIR,2015,80.0
KIR,2016,79.0
KIR,2017,109.0
KIR,2018,123.0
KIR,2019,122.0
KIR,2020,123.0
KIR,2021,123.0
KIR,2022,123.0
KIR,2023,124.0
KIR,2024,124.0
KIR,2025,123.0
KNA,1990,44.6
KNA,1995,49.6
KNA,2000,54.6
KNA,2005,59.5
KNA,2006,62.0
KNA,2007,0.0
KNA,2008,84.0
KNA,2009,0.0
KNA,2010,121.0
KNA,2011,131.0
KNA,2012,128.0
KNA,2013,131.0
KNA,2014,132.0
KNA,2015,131.0
KNA,2016,132.0
KNA,2017,136.0
KNA,2018,151.0
KNA,2019,154.0
KNA,2020,156.0
KNA,2021,157.0
KNA,2022,157.0
KNA,2023,157.0
KNA,2024,157.0
KNA,2025,154.0
KOR,1990,82.8
KOR,1995,92.0
KOR,2000,101.2
KOR,2005,110.4
KOR,2006,115.0
KOR,2007,0.0
KOR,2008,144.0
KOR,2009,0.0
KOR,2010,151.0
KOR,2011,163.0
KOR,2012,160.0
KOR,2013,166.0
KOR,2014,172.0
KOR,2015,171.0
KOR,2016,172.0
KOR,2017,170.0
KOR,2018,188.0
KOR,2019,188.0
KOR,2020,189.0
KOR,2021,190.0
KOR,2022,190.0
KOR,2023,192.0
KOR,2024,193.0
KOR,2025,190.0
KWT,1990,28.1
KWT,1995,31.2
KWT,2000,34.3
KWT,2005,37.4
KWT,2006,39.0
KWT,2007,0.0
KWT,2008,56.0
KWT,2009,0.0
KWT,2010,71.0
KWT,2011,71.0
KWT,2012,72.0
KWT,2013,77.0
KWT,2014,78.0
KWT,2015,78.0
KWT,2016,82.0
KWT,2017,80.0
KWT,2018,93.0
KWT,2019,93.0
KWT,2020,96.0
KWT,2021,95.0
KWT,2022,95.0
KWT,2023,97.0
KWT,2024,102.0
KWT,2025,100.0
LAO,1990,15.0
LAO,1995,16.0
LAO,2000,17.6
LAO,2005,19.2
LAO,2006,20.0
LAO,2007,0.0
LAO,2008,33.0
LAO,2009,0.0
LAO,2010,42.0
LAO,2011,42.0
LAO,2012,44.0
LAO,2013,46.0
LAO,2014,48.0
LAO,2015,45.0
LAO,2016,47.0
LAO,2017,48.0
LAO,2018,52.0
LAO,2019,49.0
LAO,2020,50.0
LAO,2021,49.0
LAO,2022,50.0
LAO,2023,50.0
LAO,2024,51.0
LAO,2025,47.0
LBN,1990,15.0
LBN,1995,15.0
LBN,2000,15.0
LBN,2005,16.3
LBN,2006,17.0
LBN,2007,0.0
LBN,2008,27.0
LBN,2009,0.0
LBN,2010,32.0
LBN,2011,33.0
LBN,2012,35.0
LBN,2013,38.0
LBN,2014,39.0
LBN,2015,37.0
LBN,2016,39.0
LBN,2017,37.0
LBN,2018,41.0
LBN,2019,39.0
LBN,2020,40.0
LBN,2021,41.0
LBN,2022,41.0
LBN,2023,42.0
LBN,2024,45.0
LBN,2025,44.0
LBR,1990,22.3
LBR,1995,24.8
LBR,2000,27.3
LBR,2005,29.8
LBR,2006,31.0
LBR,2007,0.0
LBR,2008,40.0
LBR,2009,0.0
LBR,2010,45.0
LBR,2011,44.0
LBR,2012,46.0
LBR,2013,46.0
LBR,2014,48.0
LBR,2015,37.0
LBR,2016,43.0
LBR,2017,43.0
LBR,2018,47.0
LBR,2019,48.0
LBR,2020,49.0
LBR,2021,49.0
LBR,2022,49.0
LBR,2023,49.0
LBR,2024,51.0
LBR,2025,51.0
LBY,1990,15.0
LBY,1995,15.2
LBY,2000,16.7
LBY,2005,18.2
LBY,2006,19.0
LBY,2007,0.0
LBY,2008,32.0
LBY,2009,0.0
LBY,2010,39.0
LBY,2011,38.0
LBY,2012,39.0
LBY,2013,39.0
LBY,2014,38.0
LBY,2015,37.0
LBY,2016,36.0
LBY,2017,33.0
LBY,2018,41.0
LBY,2019,37.0
LBY,2020,38.0
LBY,2021,40.0
LBY,2022,40.0
LBY,2023,41.0
LBY,2024,40.0
LBY,2025,38.0
LCA,1990,45.4
LCA,1995,50.4
LCA,2000,55.4
LCA,2005,60.5
LCA,2006,63.0
LCA,2007,0.0
LCA,2008,84.0
LCA,2009,0.0
LCA,2010,89.0
LCA,2011,91.0
LCA,2012,93.0
LCA,2013,94.0
LCA,2014,98.0
LCA,2015,121.0
LCA,2016,125.0
LCA,2017,127.0
LCA,2018,146.0
LCA,2019,145.0
LCA,2020,146.0
LCA,2021,146.0
LCA,2022,146.0
LCA,2023,147.0
LCA,2024,148.0
LCA,2025,146.0
LIE,1990,83.5
LIE,1995,92.8
LIE,2000,102.1
LIE,2005,111.4
LIE,2006,116.0
LIE,2007,0.0
LIE,2008,140.0
LIE,2009,0.0
LIE,2010,147.0
LIE,2011,158.0
LIE,2012,155.0
LIE,2013,159.0
LIE,2014,161.0
LIE,2015,161.0
LIE,2016,164.0
LIE,2017,165.0
LIE,2018,178.0
LIE,2019,177.0
LIE,2020,178.0
LIE,2021,178.0
LIE,2022,178.0
LIE,2023,178.0
LIE,2024,182.0
LIE,2025,181.0
LKA,1990,15.8
LKA,1995,17.6
LKA,2000,19.4
LKA,2005,21.1
LKA,2006,22.0
LKA,2007,0.0
LKA,2008,33.0
LKA,2009,0.0
LKA,2010,43.0
LKA,2011,38.0
LKA,2012,37.0
LKA,2013,38.0
LKA,2014,39.0
LKA,2015,38.0
LKA,2016,39.0
LKA,2017,38.0
LKA,2018,42.0
LKA,2019,43.0
LKA,2020,42.0
LKA,2021,41.0
LKA,2022,41.0
LKA,2023,42.0
LKA,2024,43.0
LKA,2025,42.0
LSO,1990,36.7
LSO,1995,40.8
LSO,2000,44.9
LSO,2005,49.0
LSO,2006,51.0
LSO,2007,0.0
LSO,2008,62.0
LSO,2009,0.0
LSO,2010,65.0
LSO,2011,65.0
LSO,2012,67.0
LSO,2013,68.0
LSO,2014,72.0
LSO,2015,69.0
LSO,2016,69.0
LSO,2017,67.0
LSO,2018,74.0
LSO,2019,74.0
LSO,2020,76.0
LSO,2021,77.0
LSO,2022,77.0
LSO,2023,77.0
LSO,2024,80.0
LSO,2025,76.0
LTU,1990,67.7
LTU,1995,75.2
LTU,2000,82.7
LTU,2005,90.2
LTU,2006,94.0
LTU,2007,0.0
LTU,2008,125.0
LTU,2009,0.0
LTU,2010,140.0
LTU,2011,153.0
LTU,2012,149.0
LTU,2013,151.0
LTU,2014,157.0
LTU,2015,158.0
LTU,2016,162.0
LTU,2017,166.0
LTU,2018,179.0
LTU,2019,181.0
LTU,2020,181.0
LTU,2021,182.0
LTU,2022,182.0
LTU,2023,183.0
LTU,2024,187.0
LTU,2025,182.0
LUX,1990,90.0
LUX,1995,100.0
LUX,2000,110.0
LUX,2005,120.0
LUX,2006,125.0
LUX,2007,0.0
LUX,2008,154.0
LUX,2009,0.0
LUX,2010,162.0
LUX,2011,171.0
LUX,2012,166.0
LUX,2013,172.0
LUX,2014,172.0
LUX,2015,171.0
LUX,2016,172.0
LUX,2017,173.0
LUX,2018,186.0
LUX,2019,187.0
LUX,2020,188.0
LUX,2021,189.0
LUX,2022,189.0
LUX,2023,189.0
LUX,2024,191.0
LUX,2025,188.0
LVA,1990,65.5
LVA,1995,72.8
LVA,2000,80.1
LVA,2005,87.4
LVA,2006,91.0
LVA,2007,0.0
LVA,2008,127.0
LVA,2009,0.0
LVA,2010,139.0
LVA,2011,153.0
LVA,2012,148.0
LVA,2013,152.0
LVA,2014,158.0
